224,1970,Mexico,Mexico City,Group 1,Mexico,Belgium,1,0,H,,Mexico,Belgium,Jun,Thursday
225,1970,Mexico,Guadalajara,Quarterfinals,Brazil,Peru,4,2,H,,Brazil,Peru,Jun,Sunday
226,1970,Mexico,León,Quarterfinals,England,West Germany,2,3,A,West Germany won in AET,West Germany,England,Jun,Sunday
227,1970,Mexico,Toluca,Quarterfinals,Mexico,Italy,1,4,A,,Italy,Mexico,Jun,Sunday
228,1970,Mexico,Mexico City,Quarterfinals,Soviet Union,Uruguay,0,1,A,Uruguay won in AET,Uruguay,Soviet Union,Jun,Sunday
229,1970,Mexico,Guadalajara,Semifinals,Brazil,Uruguay,3,1,H,,Brazil,Uruguay,Jun,Wednesday
230,1970,Mexico,Mexico City,Semifinals,West Germany,Italy,3,4,A,Italy won in AET,Italy,West Germany,Jun,Wednesday
231,1970,Mexico,Mexico City,Third place,West Germany,Uruguay,1,0,H,,West Germany,Uruguay,Jun,Saturday
232,1970,Mexico,Mexico City,Final,Brazil,Italy,4,1,H,,Brazil,Italy,Jun,Sunday
233,1974,Germany,Frankfurt am Main,Group 2,Brazil,Yugoslavia,0,0,D,,NA,NA,Jun,Thursday
234,1974,Germany,Dortmund,Group 2,Zaire,Scotland,0,2,A,,Scotland,Zaire,Jun,Friday
235,1974,Germany,Hamburg,Group 1,East Germany,Australia,2,0,H,,East Germany,Australia,Jun,Friday
236,1974,Germany,Berlin,Group 1,West Germany,Chile,1,0,H,,West Germany,Chile,Jun,Friday
237,1974,Germany,Munich,Group 4,Italy,Haiti,3,1,H,,Italy,Haiti,Jun,Saturday
238,1974,Germany,Stuttgart,Group 4,Poland,Argentina,3,2,H,,Poland,Argentina,Jun,Saturday
239,1974,Germany,Düsseldorf,Group 3,Sweden,Bulgaria,0,0,D,,NA,NA,Jun,Saturday
240,1974,Germany,Hanover,Group 3,Uruguay,Netherlands,0,2,A,,Netherlands,Uruguay,Jun,Saturday
241,1974,Germany,Berlin,Group 1,Chile,East Germany,1,1,D,,NA,NA,Jun,Tuesday
242,1974,Germany,Hamburg,Group 1,West Germany,Australia,3,0,H,,West Germany,Australia,Jun,Tuesday
243,1974,Germany,Frankfurt am Main,Group 2,Scotland,Brazil,0,0,D,,NA,NA,Jun,Tuesday
244,1974,Germany,Gelsenkirchen,Group 2,Yugoslavia,Zaire,9,0,H,,Yugoslavia,Zaire,Jun,Tuesday
245,1974,Germany,Stuttgart,Group 4,Argentina,Italy,1,1,D,,NA,NA,Jun,Wednesday
246,1974,Germany,Hanover,Group 3,Bulgaria,Uruguay,1,1,D,,NA,NA,Jun,Wednesday
